States__Regions__Stations__Name,States__Regions__Stations__Lon,States__Regions__Stations__Lat,Color,DetailAlarm,type,Val
Praha 4-Libuš,14.445933,50.007305,C7EAFB,-2,PM10 24h,21.3
Praha 4-Libuš,14.445933,50.007305,C7EAFB,-2,PM2_5 1h,38.4
Praha 4-Libuš,14.445933,50.007305,FFFFFF,0,General,
Praha 5-Stodůlky,14.331413,50.046131,FFFFFF,-1,SO2 1h,
Praha 5-Stodůlky,14.331413,50.046131,FFFFFF,-1,NO2 1h,
Praha 5-Stodůlky,14.331413,50.046131,FFFFFF,-1,CO 8h,
Praha 5-Stodůlky,14.331413,50.046131,C7EAFB,1,PM10 1h,12
Praha 5-Stodůlky,14.331413,50.046131,FFF200,3,O3 1h,67
Praha 5-Stodůlky,14.331413,50.046131,C7EAFB,-2,PM10 24h,18.6
Praha 5-Stodůlky,14.331413,50.046131,C7EAFB,-2,PM2_5 1h,11
Praha 5-Stodůlky,14.331413,50.046131,FFF200,3,General,
Praha 6-Suchdol,14.384639,50.12653,FFFFFF,-1,SO2 1h,
Praha 6-Suchdol,14.384639,50.12653,FFFFFF,-1,NO2 1h,
Praha 6-Suchdol,14.384639,50.12653,FFFFFF,-1,CO 8h,
Praha 6-Suchdol,14.384639,50.12653,C7EAFB,1,PM10 1h,3
Praha 6-Suchdol,14.384639,50.12653,9BD3AE,2,O3 1h,63.2
Praha 6-Suchdol,14.384639,50.12653,C7EAFB,-2,PM10 24h,17.9
Praha 6-Suchdol,14.384639,50.12653,FFFFFF,-1,PM2_5 1h,
Praha 6-Suchdol,14.384639,50.12653,9BD3AE,2,General,
Praha 6-Břevnov,14.380116,50.084385,FFFFFF,-1,SO2 1h,
Praha 6-Břevnov,14.380116,50.084385,9BD3AE,2,NO2 1h,39.6
Praha 6-Břevnov,14.380116,50.084385,FFFFFF,-1,CO 8h,
Praha 6-Břevnov,14.380116,50.084385,C7EAFB,1,PM10 1h,5
Praha 6-Břevnov,14.380116,50.084385,FFFFFF,-1,O3 1h,
Praha 6-Břevnov,14.380116,50.084385,C7EAFB,-2,PM10 24h,18.7
Praha 6-Břevnov,14.380116,50.084385,FFFFFF,-1,PM2_5 1h,
Praha 6-Břevnov,14.380116,50.084385,9BD3AE,2,General,
Praha 4-Chodov,14.51745,50.03017,FFFFFF,-1,SO2 1h,
Praha 4-Chodov,14.51745,50.03017,9BD3AE,2,NO2 1h,26
Praha 4-Chodov,14.51745,50.03017,FFFFFF,-1,CO 8h,
Praha 4-Chodov,14.51745,50.03017,C7EAFB,1,PM10 1h,14
Praha 4-Chodov,14.51745,50.03017,FFFFFF,-1,O3 1h,
Praha 4-Chodov,14.51745,50.03017,C7EAFB,-2,PM10 24h,14.6
Praha 4-Chodov,14.51745,50.03017,FFFFFF,-1,PM2_5 1h,
Praha 4-Chodov,14.51745,50.03017,9BD3AE,2,General,
Praha 10-Průmyslová,14.53782,50.062298,FFFFFF,-1,SO2 1h,
Praha 10-Průmyslová,14.53782,50.062298,9BD3AE,2,NO2 1h,32.1
Praha 10-Průmyslová,14.53782,50.062298,FFFFFF,-1,CO 8h,
Praha 10-Průmyslová,14.53782,50.062298,C7EAFB,1,PM10 1h,10
Praha 10-Průmyslová,14.53782,50.062298,FFFFFF,-1,O3 1h,
Praha 10-Průmyslová,14.53782,50.062298,C7EAFB,-2,PM10 24h,32.9
Praha 10-Průmyslová,14.53782,50.062298,FFFFFF,-1,PM2_5 1h,
Praha 10-Průmyslová,14.53782,50.062298,9BD3AE,2,General,
Beroun,14.0583,49.957928,FFFFFF,-1,SO2 1h,
Beroun,14.0583,49.957928,FFF200,3,NO2 1h,50.9
Beroun,14.0583,49.957928,C7EAFB,1,CO 8h,47
Beroun,14.0583,49.957928,C7EAFB,1,PM10 1h,2
Beroun,14.0583,49.957928,FFFFFF,-1,O3 1h,
Beroun,14.0583,49.957928,C7EAFB,-2,PM10 24h,26.7
Beroun,14.0583,49.957928,C7EAFB,-2,PM2_5 1h,11
Beroun,14.0583,49.957928,FFF200,3,General,
Kladno-střed města,14.101784,50.14386,FFFFFF,-1,SO2 1h,
Kladno-střed města,14.101784,50.14386,FFFFFF,-1,NO2 1h,
Kladno-střed města,14.101784,50.14386,FFFFFF,-1,CO 8h,
Kladno-střed města,14.101784,50.14386,C7EAFB,1,PM10 1h,1
Kladno-střed města,14.101784,50.14386,FFF200,3,O3 1h,72.6
Kladno-střed města,14.101784,50.14386,C7EAFB,-2,PM10 24h,9.9
Kladno-střed města,14.101784,50.14386,C7EAFB,-2,PM2_5 1h,10
Kladno-střed města,14.101784,50.14386,FFF200,3,General,
Kladno-Švermov,14.106048,50.167412,C7EAFB,1,SO2 1h,10.1
Kladno-Švermov,14.106048,50.167412,C7EAFB,1,NO2 1h,20.5
Kladno-Švermov,14.106048,50.167412,FFFFFF,-1,CO 8h,
Kladno-Švermov,14.106048,50.167412,C7EAFB,1,PM10 1h,19
Kladno-Švermov,14.106048,50.167412,FFFFFF,-1,O3 1h,
Kladno-Švermov,14.106048,50.167412,C7EAFB,-2,PM10 24h,20.2
Kladno-Švermov,14.106048,50.167412,FFFFFF,-1,PM2_5 1h,
Kladno-Švermov,14.106048,50.167412,C7EAFB,1,General,
Mladá Boleslav,14.913859,50.428646,FFFFFF,-1,SO2 1h,
Mladá Boleslav,14.913859,50.428646,C7EAFB,1,NO2 1h,15.1
Mladá Boleslav,14.913859,50.428646,FFFFFF,-1,CO 8h,
Mladá Boleslav,14.913859,50.428646,C7EAFB,1,PM10 1h,4
Mladá Boleslav,14.913859,50.428646,FFF200,3,O3 1h,67.6
Mladá Boleslav,14.913859,50.428646,C7EAFB,-2,PM10 24h,16.6
Mladá Boleslav,14.913859,50.428646,C7EAFB,-2,PM2_5 1h,6
Mladá Boleslav,14.913859,50.428646,FFF200,3,General,
Ondřejov,14.782625,49.913513,FFFFFF,-1,SO2 1h,
Ondřejov,14.782625,49.913513,FFFFFF,-1,NO2 1h,
Ondřejov,14.782625,49.913513,FFFFFF,-1,CO 8h,
Ondřejov,14.782625,49.913513,FFFFFF,-1,PM10 1h,
Ondřejov,14.782625,49.913513,FFF200,3,O3 1h,82.2
Ondřejov,14.782625,49.913513,FFFFFF,-1,PM10 24h,
Ondřejov,14.782625,49.913513,FFFFFF,-1,PM2_5 1h,
Ondřejov,14.782625,49.913513,FFF200,-1,General,
Příbram,14.00774,49.684944,FFFFFF,-1,SO2 1h,
Příbram,14.00774,49.684944,C7EAFB,1,NO2 1h,18.9
Příbram,14.00774,49.684944,FFFFFF,-1,CO 8h,
Příbram,14.00774,49.684944,C7EAFB,1,PM10 1h,12
Příbram,14.00774,49.684944,FFFFFF,-1,O3 1h,
Příbram,14.00774,49.684944,C7EAFB,-2,PM10 24h,23.4
Příbram,14.00774,49.684944,FFFFFF,-1,PM2_5 1h,
Příbram,14.00774,49.684944,C7EAFB,1,General,
Rožďalovice-Ruská,15.178303,50.301983,C7EAFB,1,SO2 1h,2.7
Rožďalovice-Ruská,15.178303,50.301983,C7EAFB,1,NO2 1h,8
Rožďalovice-Ruská,15.178303,50.301983,FFFFFF,-1,CO 8h,
Rožďalovice-Ruská,15.178303,50.301983,C7EAFB,1,PM10 1h,9
Rožďalovice-Ruská,15.178303,50.301983,FFFFFF,-1,O3 1h,
Rožďalovice-Ruská,15.178303,50.301983,C7EAFB,-2,PM10 24h,11.5
Rožďalovice-Ruská,15.178303,50.301983,C7EAFB,-2,PM2_5 1h,3
Rožďalovice-Ruská,15.178303,50.301983,C7EAFB,1,General,
Tobolka-Čertovy schody,14.094489,49.918503,FFFFFF,-1,SO2 1h,
Tobolka-Čertovy schody,14.094489,49.918503,C7EAFB,1,NO2 1h,13
Tobolka-Čertovy schody,14.094489,49.918503,C7EAFB,1,CO 8h,172
Tobolka-Čertovy schody,14.094489,49.918503,FFFFFF,-1,PM10 1h,
Tobolka-Čertovy schody,14.094489,49.918503,FFF200,3,O3 1h,74
Tobolka-Čertovy schody,14.094489,49.918503,FFFFFF,-1,PM10 24h,
Tobolka-Čertovy schody,14.094489,49.918503,C7EAFB,-2,PM2_5 1h,9
Tobolka-Čertovy schody,14.094489,49.918503,C7EAFB,-1,General,
České Budějovice,14.465684,48.984386,C7EAFB,1,SO2 1h,1.3
České Budějovice,14.465684,48.984386,C7EAFB,1,NO2 1h,19.3
České Budějovice,14.465684,48.984386,FFFFFF,-1,CO 8h,
České Budějovice,14.465684,48.984386,9BD3AE,2,PM10 1h,22
České Budějovice,14.465684,48.984386,9BD3AE,2,O3 1h,45.5
České Budějovice,14.465684,48.984386,C7EAFB,-2,PM10 24h,19.9
České Budějovice,14.465684,48.984386,C7EAFB,-2,PM2_5 1h,15
České Budějovice,14.465684,48.984386,9BD3AE,2,General,
Churáňov,13.614801,49.068436,C7EAFB,1,SO2 1h,9.1
Churáňov,13.614801,49.068436,C7EAFB,1,NO2 1h,5.9
Churáňov,13.614801,49.068436,FFFFFF,-1,CO 8h,
Churáňov,13.614801,49.068436,FFFFFF,-1,PM10 1h,
Churáňov,13.614801,49.068436,FFF200,3,O3 1h,78.2
Churáňov,13.614801,49.068436,FFFFFF,-1,PM10 24h,
Churáňov,13.614801,49.068436,C7EAFB,-2,PM2_5 1h,
Churáňov,13.614801,49.068436,9BD3AE,-1,General,
Hojná Voda,14.723382,48.724197,FFFFFF,-1,SO2 1h,
Hojná Voda,14.723382,48.724197,FFFFFF,-1,NO2 1h,
Hojná Voda,14.723382,48.724197,FFFFFF,-1,CO 8h,
Hojná Voda,14.723382,48.724197,C7EAFB,1,PM10 1h,20
Hojná Voda,14.723382,48.724197,FFF200,3,O3 1h,79.6
Hojná Voda,14.723382,48.724197,C7EAFB,-2,PM10 24h,13.8
Hojná Voda,14.723382,48.724197,FFFFFF,-1,PM2_5 1h,
Hojná Voda,14.723382,48.724197,FFF200,3,General,
Kocelovice,13.838234,49.467243,FFFFFF,-1,SO2 1h,
Kocelovice,13.838234,49.467243,FFFFFF,-1,NO2 1h,
Kocelovice,13.838234,49.467243,FFFFFF,-1,CO 8h,
Kocelovice,13.838234,49.467243,FFFFFF,-1,PM10 1h,
Kocelovice,13.838234,49.467243,FFF200,3,O3 1h,68.8
Kocelovice,13.838234,49.467243,FFFFFF,-1,PM10 24h,
Kocelovice,13.838234,49.467243,FFFFFF,-1,PM2_5 1h,
Kocelovice,13.838234,49.467243,FFF200,-1,General,
Prachatice,14.000444,49.016087,FFFFFF,0,SO2 1h,
Prachatice,14.000444,49.016087,FFFFFF,0,NO2 1h,
Prachatice,14.000444,49.016087,FFFFFF,0,CO 8h,
Prachatice,14.000444,49.016087,9BD3AE,2,PM10 1h,29
Prachatice,14.000444,49.016087,FFFFFF,0,O3 1h,
Prachatice,14.000444,49.016087,C7EAFB,-2,PM10 24h,21.5
Prachatice,14.000444,49.016087,FFFFFF,-1,PM2_5 1h,
Prachatice,14.000444,49.016087,FFFFFF,0,General,
Tábor,14.676389,49.411232,FFFFFF,-1,SO2 1h,
Tábor,14.676389,49.411232,C7EAFB,1,NO2 1h,14.2
Tábor,14.676389,49.411232,C7EAFB,1,CO 8h,272
Tábor,14.676389,49.411232,C7EAFB,1,PM10 1h,17
Tábor,14.676389,49.411232,FFF200,3,O3 1h,68.4
Tábor,14.676389,49.411232,C7EAFB,-2,PM10 24h,24.1
Tábor,14.676389,49.411232,FFFFFF,-1,PM2_5 1h,
Tábor,14.676389,49.411232,FFF200,3,General,
Kamenný Újezd,13.618538,49.722,C7EAFB,1,SO2 1h,5.1
Kamenný Újezd,13.618538,49.722,C7EAFB,1,NO2 1h,9.9
Kamenný Újezd,13.618538,49.722,FFFFFF,-1,CO 8h,
Kamenný Újezd,13.618538,49.722,C7EAFB,1,PM10 1h,18
Kamenný Újezd,13.618538,49.722,FFFFFF,-1,O3 1h,
Kamenný Újezd,13.618538,49.722,C7EAFB,-2,PM10 24h,24.3
Kamenný Újezd,13.618538,49.722,C7EAFB,-2,PM2_5 1h,12
Kamenný Újezd,13.618538,49.722,C7EAFB,1,General,
Plzeň-Slovany,13.402281,49.732449,FFFFFF,0,SO2 1h,
Plzeň-Slovany,13.402281,49.732449,FFFFFF,0,NO2 1h,
Plzeň-Slovany,13.402281,49.732449,FFFFFF,0,CO 8h,
Plzeň-Slovany,13.402281,49.732449,FFFFFF,0,PM10 1h,
Plzeň-Slovany,13.402281,49.732449,FFFFFF,0,O3 1h,
Plzeň-Slovany,13.402281,49.732449,C7EAFB,-2,PM10 24h,
Plzeň-Slovany,13.402281,49.732449,C7EAFB,-2,PM2_5 1h,
Plzeň-Slovany,13.402281,49.732449,FFFFFF,0,General,
Plzeň-Bory,13.37554,49.728394,C7EAFB,1,SO2 1h,6.4
Plzeň-Bory,13.37554,49.728394,C7EAFB,1,NO2 1h,5.5
Plzeň-Bory,13.37554,49.728394,C7EAFB,1,CO 8h,477
Plzeň-Bory,13.37554,49.728394,C7EAFB,1,PM10 1h,15
Plzeň-Bory,13.37554,49.728394,9BD3AE,2,O3 1h,57.7
Plzeň-Bory,13.37554,49.728394,C7EAFB,-2,PM10 24h,30.9
Plzeň-Bory,13.37554,49.728394,C7EAFB,-2,PM2_5 1h,12
Plzeň-Bory,13.37554,49.728394,9BD3AE,2,General,
Plzeň-střed,13.381039,49.74733,C7EAFB,1,SO2 1h,2.7
Plzeň-střed,13.381039,49.74733,C7EAFB,1,NO2 1h,8.2
Plzeň-střed,13.381039,49.74733,9BD3AE,2,CO 8h,1 225
Plzeň-střed,13.381039,49.74733,C7EAFB,1,PM10 1h,12
Plzeň-střed,13.381039,49.74733,FFFFFF,-1,O3 1h,
Plzeň-střed,13.381039,49.74733,C7EAFB,-2,PM10 24h,20.1
Plzeň-střed,13.381039,49.74733,C7EAFB,-2,PM2_5 1h,10
Plzeň-střed,13.381039,49.74733,9BD3AE,2,General,
Plzeň-Lochotín,13.368221,49.770126,C7EAFB,1,SO2 1h,8
Plzeň-Lochotín,13.368221,49.770126,C7EAFB,1,NO2 1h,5.7
Plzeň-Lochotín,13.368221,49.770126,FFFFFF,-1,CO 8h,
Plzeň-Lochotín,13.368221,49.770126,C7EAFB,1,PM10 1h,20
Plzeň-Lochotín,13.368221,49.770126,9BD3AE,2,O3 1h,60.4
Plzeň-Lochotín,13.368221,49.770126,C7EAFB,-2,PM10 24h,29.7
Plzeň-Lochotín,13.368221,49.770126,C7EAFB,-2,PM2_5 1h,13
Plzeň-Lochotín,13.368221,49.770126,9BD3AE,2,General,
Plzeň-Skvrňany,13.320748,49.745991,C7EAFB,1,SO2 1h,8.5
Plzeň-Skvrňany,13.320748,49.745991,C7EAFB,1,NO2 1h,7.7
Plzeň-Skvrňany,13.320748,49.745991,FFFFFF,-1,CO 8h,
Plzeň-Skvrňany,13.320748,49.745991,C7EAFB,1,PM10 1h,9
Plzeň-Skvrňany,13.320748,49.745991,FFFFFF,-1,O3 1h,
Plzeň-Skvrňany,13.320748,49.745991,C7EAFB,-2,PM10 24h,14.1
Plzeň-Skvrňany,13.320748,49.745991,C7EAFB,-2,PM2_5 1h,8
Plzeň-Skvrňany,13.320748,49.745991,C7EAFB,1,General,
Plzeň-Doubravka,13.423381,49.768616,C7EAFB,1,SO2 1h,4.3
Plzeň-Doubravka,13.423381,49.768616,C7EAFB,1,NO2 1h,6.3
Plzeň-Doubravka,13.423381,49.768616,FFFFFF,-1,CO 8h,
Plzeň-Doubravka,13.423381,49.768616,C7EAFB,1,PM10 1h,16
Plzeň-Doubravka,13.423381,49.768616,9BD3AE,2,O3 1h,63.8
Plzeň-Doubravka,13.423381,49.768616,C7EAFB,-2,PM10 24h,24.3
Plzeň-Doubravka,13.423381,49.768616,C7EAFB,-2,PM2_5 1h,8
Plzeň-Doubravka,13.423381,49.768616,9BD3AE,2,General,
Plzeň - mobil 20.03.2013 Plzeň - Litice,13.352594,49.692787,C7EAFB,1,SO2 1h,5.3
Plzeň - mobil 20.03.2013 Plzeň - Litice,13.352594,49.692787,C7EAFB,1,NO2 1h,12.6
Plzeň - mobil 20.03.2013 Plzeň - Litice,13.352594,49.692787,C7EAFB,1,CO 8h,485
Plzeň - mobil 20.03.2013 Plzeň - Litice,13.352594,49.692787,C7EAFB,1,PM10 1h,16
Plzeň - mobil 20.03.2013 Plzeň - Litice,13.352594,49.692787,9BD3AE,2,O3 1h,54.1
Plzeň - mobil 20.03.2013 Plzeň - Litice,13.352594,49.692787,C7EAFB,-2,PM10 24h,34.3
Plzeň - mobil 20.03.2013 Plzeň - Litice,13.352594,49.692787,C7EAFB,-2,PM2_5 1h,12
Plzeň - mobil 20.03.2013 Plzeň - Litice,13.352594,49.692787,9BD3AE,2,General,
Přimda,12.677884,49.669582,FFFFFF,-1,SO2 1h,
Přimda,12.677884,49.669582,FFFFFF,-1,NO2 1h,
Přimda,12.677884,49.669582,FFFFFF,-1,CO 8h,
Přimda,12.677884,49.669582,FFFFFF,-1,PM10 1h,
Přimda,12.677884,49.669582,FFF200,3,O3 1h,77.4
Přimda,12.677884,49.669582,FFFFFF,-1,PM10 24h,
Přimda,12.677884,49.669582,FFFFFF,-1,PM2_5 1h,
Přimda,12.677884,49.669582,9BD3AE,-1,General,
Cheb,12.363442,50.065861,FFFFFF,-1,SO2 1h,
Cheb,12.363442,50.065861,FFFFFF,-1,NO2 1h,
Cheb,12.363442,50.065861,FFFFFF,-1,CO 8h,
Cheb,12.363442,50.065861,C7EAFB,1,PM10 1h,5
Cheb,12.363442,50.065861,FFFFFF,-1,O3 1h,
Cheb,12.363442,50.065861,C7EAFB,-2,PM10 24h,17.3
Cheb,12.363442,50.065861,FFFFFF,-1,PM2_5 1h,
Cheb,12.363442,50.065861,C7EAFB,1,General,
Přebuz,12.61538,50.372478,C7EAFB,1,SO2 1h,1.3
Přebuz,12.61538,50.372478,C7EAFB,1,NO2 1h,7.3
Přebuz,12.61538,50.372478,FFFFFF,-1,CO 8h,
Přebuz,12.61538,50.372478,FFFFFF,-1,PM10 1h,
Přebuz,12.61538,50.372478,9BD3AE,2,O3 1h,47.7
Přebuz,12.61538,50.372478,FFFFFF,-1,PM10 24h,
Přebuz,12.61538,50.372478,FFFFFF,-1,PM2_5 1h,
Přebuz,12.61538,50.372478,C7EAFB,-1,General,
Sokolov,12.672818,50.172825,C7EAFB,1,SO2 1h,3.7
Sokolov,12.672818,50.172825,C7EAFB,1,NO2 1h,14.7
Sokolov,12.672818,50.172825,FFFFFF,-1,CO 8h,
Sokolov,12.672818,50.172825,C7EAFB,1,PM10 1h,12
Sokolov,12.672818,50.172825,9BD3AE,2,O3 1h,52.3
Sokolov,12.672818,50.172825,C7EAFB,-2,PM10 24h,15.3
Sokolov,12.672818,50.172825,C7EAFB,-2,PM2_5 1h,5
Sokolov,12.672818,50.172825,9BD3AE,2,General,
Chomutov,13.412696,50.467529,FFFFFF,-1,SO2 1h,
Chomutov,13.412696,50.467529,FFFFFF,-1,NO2 1h,
Chomutov,13.412696,50.467529,FFFFFF,-1,CO 8h,
Chomutov,13.412696,50.467529,C7EAFB,1,PM10 1h,7
Chomutov,13.412696,50.467529,FFFFFF,-1,O3 1h,
Chomutov,13.412696,50.467529,C7EAFB,-2,PM10 24h,14.4
Chomutov,13.412696,50.467529,FFFFFF,-1,PM2_5 1h,
Chomutov,13.412696,50.467529,C7EAFB,1,General,
Děčín,14.218794,50.774151,FFFFFF,-1,SO2 1h,
Děčín,14.218794,50.774151,C7EAFB,1,NO2 1h,21.4
Děčín,14.218794,50.774151,FFFFFF,-1,CO 8h,
Děčín,14.218794,50.774151,C7EAFB,1,PM10 1h,19
Děčín,14.218794,50.774151,FFFFFF,-1,O3 1h,
Děčín,14.218794,50.774151,C7EAFB,-2,PM10 24h,24.1
Děčín,14.218794,50.774151,C7EAFB,-2,PM2_5 1h,9
Děčín,14.218794,50.774151,C7EAFB,1,General,
Doksany,14.170162,50.458855,C7EAFB,1,SO2 1h,2.7
Doksany,14.170162,50.458855,C7EAFB,1,NO2 1h,7.7
Doksany,14.170162,50.458855,FFFFFF,-1,CO 8h,
Doksany,14.170162,50.458855,FFFFFF,-1,PM10 1h,
Doksany,14.170162,50.458855,9BD3AE,2,O3 1h,51.3
Doksany,14.170162,50.458855,FFFFFF,-1,PM10 24h,
Doksany,14.170162,50.458855,FFFFFF,-1,PM2_5 1h,
Doksany,14.170162,50.458855,C7EAFB,-1,General,
Krupka,13.847692,50.696671,9BD3AE,2,SO2 1h,30.1
Krupka,13.847692,50.696671,FFFFFF,-1,NO2 1h,
Krupka,13.847692,50.696671,FFFFFF,-1,CO 8h,
Krupka,13.847692,50.696671,C7EAFB,1,PM10 1h,8
Krupka,13.847692,50.696671,FFFFFF,-1,O3 1h,
Krupka,13.847692,50.696671,C7EAFB,-2,PM10 24h,18.4
Krupka,13.847692,50.696671,FFFFFF,-1,PM2_5 1h,
Krupka,13.847692,50.696671,9BD3AE,2,General,
Lom,13.673418,50.585766,C7EAFB,1,SO2 1h,2.9
Lom,13.673418,50.585766,C7EAFB,1,NO2 1h,5.5
Lom,13.673418,50.585766,FFFFFF,-1,CO 8h,
Lom,13.673418,50.585766,C7EAFB,1,PM10 1h,7
Lom,13.673418,50.585766,9BD3AE,2,O3 1h,48.1
Lom,13.673418,50.585766,C7EAFB,-2,PM10 24h,13.4
Lom,13.673418,50.585766,C7EAFB,-2,PM2_5 1h,2
Lom,13.673418,50.585766,9BD3AE,2,General,
